Entity,Year,Outdoor air pollution,High systolic blood pressure,Diet low in whole grains ,Alcohol use, Diet low in fruits ,Secondhand smoke,Unsafe sex ,Diet low in nuts and seeds, Smoking,High fasting plasma glucose,Air pollution - Sex,High body-mass index,No access to handwashing facility,Drug use , Low bone mineral density ,Vitamin A deficiency , Child stunting - Sex: Both - Age: All Ages (Number), Discontinued breastfeeding,Non-exclusive breastfeeding
Palestine,1998,1075,2424,713,122,221,411,20,203,1337,1876,1338,1357,63,15,30,23,46,1,26
Palestine,1999,1116,2465,720,129,222,415,20,198,1358,1925,1336,1386,61,16,31,21,43,1,25
Palestine,2000,1162,2520,734,135,226,422,21,195,1393,1985,1354,1420,59,16,31,19,40,1,25
Palestine,2001,1213,2582,750,142,232,429,22,193,1438,2054,1387,1452,58,18,32,18,39,1,25
Palestine,2002,1266,2661,769,149,238,436,22,192,1486,2138,1425,1486,58,19,33,18,38,1,25
Palestine,2003,1309,2722,780,154,243,440,23,189,1518,2211,1453,1508,58,21,34,17,37,1,25
Palestine,2004,1346,2789,793,160,248,444,24,185,1546,2286,1478,1537,57,22,35,15,35,1,25
Palestine,2005,1377,2834,801,163,250,446,25,181,1564,2347,1493,1558,56,24,37,9,26,1,24
Palestine,2006,1420,2890,814,167,253,449,26,178,1588,2413,1519,1598,54,25,38,6,22,1,24
Palestine,2007,1453,2899,817,167,254,448,27,173,1580,2449,1536,1626,52,26,39,4,19,1,23
Palestine,2008,1497,2926,829,166,256,451,27,169,1595,2525,1566,1673,51,27,40,2,15,1,22
Palestine,2009,1533,2960,843,167,258,455,28,166,1623,2615,1593,1729,48,28,41,2,14,1,20
Palestine,2010,1569,3025,868,171,263,463,29,165,1660,2737,1624,1810,45,29,43,2,13,1,19
Palestine,2011,1593,3067,891,176,267,473,31,164,1690,2844,1647,1890,42,32,45,2,11,1,17
Palestine,2012,1559,2984,880,180,261,467,31,157,1667,2821,1607,1893,41,33,45,1,9,1,15
Palestine,2013,1575,3010,897,187,263,477,32,155,1691,2904,1619,1975,41,36,46,1,8,1,13
Palestine,2014,1678,3224,965,197,280,512,34,163,1832,3179,1718,2170,42,38,48,1,6,1,11
Palestine,2015,1760,3405,1023,200,295,542,36,170,1922,3403,1793,2345,42,40,52,1,6,1,10
Palestine,2016,1753,3502,1061,203,303,561,38,176,1953,3516,1783,2462,41,42,55,1,5,1,9
Palestine,2017,1738,3590,1102,206,311,577,39,184,2018,3617,1766,2554,40,44,57,0,4,0,8
Palestine,2018,1771,3691,1138,212,319,594,40,191,2103,3744,1794,2663,39,46,58,0,4,0,7
Palestine,2019,1827,3816,1181,219,329,615,41,197,2185,3900,1848,2816,39,48,60,0,4,0,7
Panama,1990,320,1626,258,386,161,125,305,62,894,1195,750,466,57,17,62,1,23,6,48
Panama,1991,321,1642,256,396,163,125,325,66,890,1225,739,488,56,18,63,1,22,6,46
Panama,1992,336,1728,266,408,172,130,358,72,909,1317,756,535,56,19,67,1,21,6,44
Panama,1993,356,1828,278,445,182,137,382,80,960,1417,782,578,56,21,73,1,20,5,43
Panama,1994,356,1824,273,446,182,135,412,83,934,1448,767,595,55,22,74,1,19,5,41
Panama,1995,371,1882,279,471,189,139,448,87,961,1518,782,637,54,24,78,1,19,5,40
Panama,1996,380,1883,277,451,190,138,489,90,929,1553,774,670,52,24,79,1,18,4,38
Panama,1997,426,2000,290,468,202,145,546,96,974,1682,814,746,53,27,84,1,18,4,37
Panama,1998,455,2006,282,466,200,145,622,96,982,1727,810,783,55,31,84,1,19,4,38
Panama,1999,476,1984,274,467,198,142,650,95,983,1752,797,803,54,34,82,1,19,4,37
Panama,2000,463,1942,266,449,192,135,640,94,929,1740,760,820,52,36,77,1,19,4,36
Panama,2001,481,2002,273,465,198,137,645,98,945,1808,776,865,52,37,75,1,19,4,36
Panama,2002,497,2092,283,485,207,139,642,103,966,1904,796,924,52,39,77,1,19,4,34
Panama,2003,522,2209,299,514,220,144,600,111,1004,2015,831,991,55,41,78,1,20,4,36
Panama,2004,519,2275,305,511,224,144,620,115,1001,2071,832,1038,60,41,77,1,21,5,37
Panama,2005,531,2367,317,533,232,147,622,121,1027,2157,848,1099,65,43,77,1,23,5,39
Panama,2006,544,2432,326,567,238,150,646,124,1040,2227,856,1165,68,47,80,1,23,5,38
Panama,2007,544,2437,325,589,236,148,626,123,1022,2237,838,1201,72,46,78,1,24,5,39
Panama,2008,563,2530,335,651,242,152,646,125,1047,2329,844,1285,75,47,81,1,24,5,39
Panama,2009,580,2636,347,695,249,156,670,126,1065,2430,850,1367,77,48,82,1,24,5,39
Panama,2010,600,2712,355,705,253,160,714,127,1075,2536,860,1436,81,49,84,1,24,4,39
Panama,2011,628,2785,362,737,259,165,647,126,1081,2637,878,1533,82,50,86,1,24,4,39
Panama,2012,667,2884,371,771,265,171,675,124,1101,2767,907,1627,82,53,90,1,23,4,39
Panama,2013,700,2998,380,769,271,176,723,122,1100,2909,930,1730,81,54,93,1,23,4,38
Panama,2014,721,3089,385,799,273,180,687,118,1111,3014,937,1822,79,56,94,1,22,4,36
Panama,2015,726,3164,384,794,271,180,752,113,1109,3085,926,1897,73,58,94,0,20,4,34
Panama,2016,700,3272,390,807,273,184,724,110,1121,3178,886,1989,71,60,95,0,19,4,34
Panama,2017,666,3362,402,834,278,190,725,110,1153,3294,841,2087,70,63,101,0,18,3,32
Panama,2018,664,3413,406,847,279,193,723,107,1157,3370,825,2171,68,66,99,0,17,3,31
Panama,2019,672,3506,416,866,282,198,718,106,1182,3485,823,2264,67,69,101,0,16,3,29
Papua New Guinea,1990,356,2090,578,411,482,1040,153,111,3221,2636,6433,1396,1123,73,121,138,1170,33,362
Papua New Guinea,1991,372,2182,599,406,497,1073,158,112,3291,2776,6579,1473,1139,75,127,134,1180,33,367
Papua New Guinea,1992,388,2281,620,391,513,1107,165,113,3364,2926,6720,1556,1151,77,133,129,1184,33,371
Papua New Guinea,1993,401,2363,636,376,525,1134,172,114,3412,3060,6812,1625,1149,79,138,127,1187,33,372
Papua New Guinea,1994,412,2448,654,360,538,1159,194,116,3463,3202,6898,1695,1143,81,146,127,1193,33,371
Papua New Guinea,1995,425,2544,676,347,555,1190,238,120,3535,3363,7017,1774,1145,84,151,123,1203,32,372
Papua New Guinea,1996,442,2645,702,339,574,1225,304,126,3608,3521,7157,1864,1157,88,158,120,1224,32,376
Papua New Guinea,1997,458,2765,731,327,595,1263,407,134,3701,3700,7316,1963,1164,93,163,116,1237,33,379
Papua New Guinea,1998,481,2908,765,360,620,1325,561,145,3815,3909,7611,2078,1215,101,171,88,1201,34,392
Papua New Guinea,1999,497,3056,801,317,646,1375,772,156,3927,4117,7830,2191,1240,110,182,87,1204,35,399
Papua New Guinea,2000,512,3201,837,305,671,1422,1039,167,4027,4312,8030,2289,1256,119,188,93,1224,35,404
Papua New Guinea,2001,523,3368,878,305,700,1472,1357,181,4140,4517,8238,2406,1274,131,195,104,1254,36,415
Papua New Guinea,2002,533,3579,926,304,735,1535,1704,199,4296,4780,8494,2548,1293,145,203,125,1301,36,425
Papua New Guinea,2003,540,3800,977,303,773,1598,2032,218,4463,5058,8749,2692,1301,158,213,150,1376,35,434
Papua New Guinea,2004,553,4026,1031,305,814,1676,2317,237,4644,5358,9069,2846,1331,171,222,147,1391,36,449
Papua New Guinea,2005,574,4237,1087,313,855,1765,2548,254,4830,5663,9449,2999,1389,183,232,101,1320,40,470
Papua New Guinea,2006,609,4411,1136,322,887,1834,2687,266,4986,5883,9740,3102,1433,193,239,66,1273,42,486
Papua New Guinea,2007,660,4604,1190,341,922,1898,2723,279,5167,6151,9988,3190,1439,200,248,62,1282,42,489
Papua New Guinea,2008,717,4760,1234,353,949,1948,2766,289,5321,6383,10167,3235,1432,206,256,65,1294,42,492
Papua New Guinea,2009,769,4909,1276,368,974,1989,2880,299,5468,6610,10307,3279,1445,214,266,79,1331,45,513
Papua New Guinea,2010,819,5129,1340,395,1017,2059,3022,314,5690,6935,10579,3414,1441,227,276,80,1335,44,508
Papua New Guinea,2011,854,5315,1398,419,1056,2114,3128,325,5881,7251,10771,3564,1422,239,286,87,1339,41,490
Papua New Guinea,2012,888,5462,1449,452,1088,2164,3171,332,6048,7560,10958,3687,1421,246,314,87,1326,41,488
Papua New Guinea,2013,919,5566,1490,450,1113,2202,3172,335,6161,7824,11092,3788,1428,251,298,76,1279,41,485
Papua New Guinea,2014,951,5706,1542,469,1146,2247,3169,340,6307,8147,11243,3932,1412,257,305,80,1270,40,478
Papua New Guinea,2015,985,5908,1611,494,1192,2306,3232,349,6506,8552,11439,4129,1386,266,315,100,1309,38,467
Papua New Guinea,2016,1013,6047,1659,508,1221,2358,3343,351,6632,8871,11604,4296,1384,273,321,78,1238,38,465
Papua New Guinea,2017,1049,6264,1726,530,1264,2427,3454,357,6821,9273,11846,4522,1388,283,330,65,1188,39,462
Papua New Guinea,2018,1110,6513,1806,558,1317,2509,3528,366,7023,9748,12124,4777,1367,292,342,66,1168,37,450
Papua New Guinea,2019,1183,6727,1875,574,1361,2581,3565,372,7155,10171,12351,5008,1350,299,352,65,1143,36,441
Paraguay,1990,395,2886,408,892,128,334,256,138,2179,1354,2109,1361,376,22,67,13,87,25,205
Paraguay,1991,388,2812,394,896,132,322,259,130,2134,1376,2032,1346,360,23,67,12,83,24,201
Paraguay,1992,421,3042,425,990,152,343,283,138,2315,1544,2153,1478,363,26,74,12,83,24,201
Paraguay,1993,445,3216,444,1059,168,356,304,140,2421,1693,2224,1580,355,29,78,11,80,24,196
Paraguay,1994,470,3340,459,1127,182,365,318,141,2525,1805,2270,1663,341,32,82,10,76,23,192
Paraguay,1995,498,3482,474,1198,196,378,343,141,2643,1934,2335,1757,331,35,86,10,73,22,187
Paraguay,1996,532,3637,488,1266,210,392,369,140,2774,2061,2395,1860,320,39,95,9,69,21,181
Paraguay,1997,537,3555,468,1255,210,382,381,128,2745,2051,2310,1877,294,42,93,8,63,20,171
Paraguay,1998,570,3626,472,1277,219,387,399,122,2832,2131,2320,1978,273,47,96,7,58,20,161
Paraguay,1999,599,3712,479,1311,231,396,430,117,2930,2232,2343,2116,256,52,101,6,53,18,150
Paraguay,2000,613,3728,478,1313,239,400,466,112,2951,2340,2329,2208,241,58,108,6,50,17,142
Paraguay,2001,609,3689,476,1287,243,400,487,108,2939,2458,2276,2251,226,66,107,5,47,16,134
Paraguay,2002,624,3746,487,1288,254,409,517,107,2986,2659,2276,2356,214,75,112,5,45,15,127
Paraguay,2003,654,3938,516,1326,274,431,556,110,3120,2951,2342,2532,204,86,121,4,42,14,118
Paraguay,2004,700,4234,559,1375,298,458,602,116,3307,3299,2449,2751,196,99,147,4,39,12,107
Paraguay,2005,720,4370,580,1379,308,467,635,118,3369,3466,2458,2867,181,112,137,3,34,11,95
Paraguay,2006,754,4562,611,1412,320,482,652,121,3465,3592,2495,3009,171,118,147,3,30,9,85
Paraguay,2007,770,4591,621,1426,319,481,637,120,3474,3586,2452,3041,159,119,152,2,27,8,77
Paraguay,2008,796,4724,647,1474,326,493,646,122,3535,3642,2453,3150,151,124,160,2,24,7,71
Paraguay,2009,853,5042,698,1566,344,523,658,129,3726,3826,2535,3365,151,128,173,2,22,6,66
Paraguay,2010,882,5269,732,1603,352,542,687,134,3839,3992,2552,3506,149,139,184,2,20,5,60
Paraguay,2011,879,5319,737,1610,345,544,741,132,3823,4080,2474,3556,145,163,190,1,19,4,57
Paraguay,2012,872,5399,748,1643,339,551,789,132,3830,4244,2389,3636,143,184,198,1,18,4,55
Paraguay,2013,880,5635,783,1710,343,578,842,135,3931,4575,2365,3839,143,201,208,1,17,3,53
Paraguay,2014,851,5589,782,1757,331,577,849,132,3895,4654,2235,3865,138,210,211,1,16,3,49
Paraguay,2015,865,5747,812,1863,333,596,858,134,4013,4856,2207,4035,134,215,219,1,13,2,42
Paraguay,2016,959,6155,874,1990,349,643,889,142,4250,5208,2308,4386,138,220,231,1,12,2,39
Paraguay,2017,1013,6287,894,2033,349,658,888,143,4298,5299,2302,4524,139,217,235,1,12,2,39
Paraguay,2018,1057,6404,913,2075,350,672,864,144,4340,5472,2288,4660,139,204,238,1,11,2,38
Paraguay,2019,1099,6565,937,2133,352,689,846,145,4411,5755,2284,4820,139,195,242,1,11,3,37
Peru,1990,6207,8074,2069,6005,1336,1363,1594,1080,3554,4965,15698,5652,3424,236,470,157,2146,183,1930
Peru,1991,5753,7432,1881,5467,1231,1261,1665,1010,3195,4727,14232,5401,3448,227,445,181,2148,202,2093
Peru,1992,5956,8081,2044,5813,1340,1307,1875,1123,3454,5275,14317,6008,3165,253,484,142,1894,152,1684
Peru,1993,5877,8267,2085,5914,1362,1283,1966,1164,3545,5501,13740,6231,2946,270,505,120,1654,126,1417
Peru,1994,5758,8390,2101,5808,1374,1255,2143,1183,3496,5709,13170,6479,2685,281,526,96,1425,94,1119
Peru,1995,5764,8665,2159,5812,1404,1254,2305,1215,3553,6000,12896,6801,2557,298,543,83,1281,78,943
Peru,1996,5502,8335,2068,5691,1330,1188,2293,1156,3456,5815,12006,6600,2363,305,563,68,1152,62,768
Peru,1997,5467,8403,2071,5651,1309,1176,2461,1142,3463,5971,11658,6776,2279,322,569,58,1045,54,655
Peru,1998,5463,8549,2090,5543,1294,1170,2636,1136,3484,6144,11401,6967,2214,335,595,50,943,47,572
Peru,1999,5198,8194,1966,5253,1194,1106,2782,1044,3324,6035,10655,6799,2084,337,588,42,851,39,494
Peru,2000,5283,8496,2018,5243,1207,1108,2989,1053,3423,6291,10712,7145,2000,353,615,33,756,31,417
Peru,2001,5141,8452,1967,5023,1158,1050,3107,1005,3394,6258,10325,7117,1848,355,586,26,649,25,353
Peru,2002,5187,8789,1992,4925,1156,1025,3306,994,3458,6468,10319,7358,1784,364,607,21,593,22,321
Peru,2003,5346,9360,2059,4933,1177,1015,3463,1005,3562,6820,10535,7745,1762,382,618,19,553,20,297
Peru,2004,5317,9544,2029,4806,1146,964,3415,970,3567,6872,10345,7773,1688,380,619,17,502,19,271
Peru,2005,5379,9860,2034,4739,1140,938,3547,950,3600,7052,10319,8025,1638,383,636,14,453,17,249
Peru,2006,5415,10084,2019,4705,1120,909,3565,920,3635,7179,10158,8195,1576,385,654,12,414,14,233
Peru,2007,5447,10277,1992,4698,1090,875,3421,886,3653,7286,9925,8299,1510,387,650,10,375,12,206
Peru,2008,5740,10905,2058,4827,1114,887,3321,890,3790,7722,10155,8842,1508,386,689,8,339,11,184
Peru,2009,6693,12877,2375,5533,1269,1003,3466,1006,4345,9112,11473,10460,1634,446,806,7,297,10,167
Peru,2010,7183,13956,2508,5798,1322,1044,3378,1047,4570,9843,11956,11220,1658,467,850,6,254,8,148
Peru,2011,7434,14612,2557,5852,1327,1054,3173,1054,4607,10252,11996,11581,1629,473,864,5,221,8,135
Peru,2012,7684,15380,2597,5928,1327,1062,3199,1059,4588,10686,11976,11888,1617,476,885,5,193,8,125
Peru,2013,7884,16105,2635,5952,1324,1070,3489,1063,4541,11107,11887,12184,1612,477,910,4,181,7,118
Peru,2014,7883,16376,2608,5950,1293,1055,3806,1042,4409,11253,11505,12235,1580,473,899,4,170,7,114
Peru,2015,7927,16684,2617,5997,1285,1053,4025,1041,4360,11451,11231,12434,1558,480,909,4,157,7,108
Peru,2016,8131,17230,2689,6150,1310,1080,4112,1069,4379,11816,11160,12871,1565,494,919,4,151,8,107
Peru,2017,8343,17889,2787,6354,1349,1117,4054,1111,4412,12212,11136,13371,1572,512,929,4,137,8,102
Peru,2018,8653,18492,2885,6556,1389,1153,3919,1153,4453,12687,11255,13863,1577,530,962,4,128,8,98
Peru,2019,8997,19059,2988,6740,1430,1192,3760,1196,4489,13289,11414,14355,1583,547,968,3,119,8,94
Philippines,1990,10950,30690,3833,21230,2469,11033,2232,656,41358,25195,43170,9479,7322,500,999,2102,9326,673,4722
Philippines,1991,11048,30358,3816,21287,2472,10809,2316,609,41716,25432,41916,9700,6933,514,1010,1941,8721,646,4527
Philippines,1992,11518,31582,3983,21592,2595,10936,2478,594,43913,26839,42039,10383,6725,534,1057,1828,8208,617,4381
Philippines,1993,12089,33055,4184,22240,2742,11106,2640,586,46107,28283,42409,11160,6511,555,1138,1726,7790,573,4253
Philippines,1994,12664,34924,4439,22746,2919,11257,2795,591,48456,29847,42790,12016,6217,572,1186,1619,7288,502,4036
Philippines,1995,13285,36935,4718,23055,3107,11444,2962,608,50200,31283,43329,12911,5881,589,1209,1507,6832,442,3811
Philippines,1996,14118,39865,5131,23620,3385,11733,3160,645,52639,33074,44369,14207,5563,616,1243,1407,6399,405,3571
Philippines,1997,14880,42689,5524,23917,3654,11878,3337,675,54196,34146,45032,15530,5236,632,1254,1324,6029,380,3350
Philippines,1998,15985,47141,6129,24596,4067,12183,3542,725,56674,35685,46619,17393,4999,649,1284,1285,5725,353,3169
Philippines,1999,17422,53044,6916,24529,4583,12698,3706,790,58382,36914,49217,19478,5060,644,1243,672,4696,359,3199
Philippines,2000,19103,59471,7770,25039,5189,13306,3972,868,61378,39095,52569,21945,4891,656,1270,586,4444,326,3080
Philippines,2001,20770,65568,8550,25527,5783,13927,4262,953,64574,41554,56219,24354,4734,670,1263,592,4294,307,2924
Philippines,2002,22183,71242,9180,26138,6359,14472,4594,1039,67639,44050,59690,26708,4621,686,1319,636,4190,301,2752
Philippines,2003,22840,74162,9495,26544,6681,14590,4939,1097,69069,45296,61344,28324,4491,705,1322,773,4189,290,2566
Philippines,2004,23485,77659,9841,27364,7056,14736,5370,1165,71087,47089,63158,30197,4349,732,1363,1238,4581,247,2287
Philippines,2005,24607,82461,10342,28318,7498,15537,5916,1249,74293,49898,66727,32372,4687,766,1419,729,3823,256,2258
Philippines,2006,25073,85783,10617,29530,7750,15986,6884,1304,76680,51762,68885,33963,4959,809,1488,667,3603,240,2160
Philippines,2007,24989,87713,10796,29772,7877,16280,6902,1349,77867,53095,70385,35048,5060,817,1545,698,3542,228,2088
Philippines,2008,25381,91494,11242,30648,8147,16971,6926,1429,80522,55687,73438,36850,5202,831,1873,604,3346,228,2043
Philippines,2009,25679,95109,11661,31675,8372,17564,6915,1496,83087,58090,76013,38648,5426,841,1704,669,3331,226,2017
Philippines,2010,25854,97874,12015,32185,8526,17944,6735,1548,84765,59930,77603,40177,5412,840,1771,885,3495,211,1937
Philippines,2011,26207,101082,12416,33101,8673,18427,7029,1606,86629,61986,78736,42349,5463,866,1841,826,3364,207,1911
Philippines,2012,26793,105015,12887,33935,8825,19021,6968,1669,88476,64572,78891,45692,5448,886,1928,482,2829,205,1874
Philippines,2013,27315,108571,13247,35435,8902,19401,6937,1712,89588,67059,77575,49425,5272,915,2020,414,2652,186,1783
Philippines,2014,27951,112455,13624,36292,9022,19768,6966,1753,91394,69637,76301,53346,5146,950,2074,376,2524,171,1720
Philippines,2015,28918,117368,14115,37930,9227,20440,7419,1806,93785,73062,76561,57352,5171,1002,2117,260,2272,155,1673
Philippines,2016,29334,120250,14402,38754,9307,20760,7255,1826,94802,75577,76124,59555,5070,1037,2165,251,2148,138,1598
Philippines,2017,29866,122547,14690,39216,9328,21059,7249,1835,94943,78013,75510,61433,4948,1081,2222,297,2114,124,1525
Philippines,2018,30803,124594,15008,39431,9354,21300,7231,1838,95087,80826,74942,63201,4743,1126,2259,313,1987,110,1380
Philippines,2019,32138,127060,15316,39802,9379,21669,7212,1837,95587,84253,74783,65200,4622,1174,2314,285,1849,103,1292
Poland,1990,38411,106478,29424,18817,11951,11560,2835,12564,93767,47001,51815,53396,107,1214,2803,1,60,5,90
Poland,1991,40537,110959,30432,20031,12510,11855,2916,13261,97695,49048,53652,56092,105,1304,2941,1,53,4,78
Poland,1992,39918,109005,29518,19898,12280,11419,2868,13091,95199,48381,52024,55338,98,1299,2909,1,46,3,67
Poland,1993,38771,106006,28259,19311,11890,10863,2814,12725,91568,47211,49810,53876,92,1271,2869,1,39,3,56
Poland,1994,38570,105559,27702,19604,11810,10652,2820,12631,90840,47071,48930,53937,90,1292,2903,1,40,3,57
Poland,1995,38792,106186,27421,20364,11863,10577,2820,12629,91903,47268,48604,54638,89,1338,2954,1,32,2,46
Poland,1996,37542,104139,26293,20105,11533,10195,2811,12221,89482,46372,46613,53880,89,1314,2936,0,28,2,40
Poland,1997,36706,103543,25442,20560,11369,9976,2845,11932,89246,45915,45175,54105,89,1336,2943,0,22,1,32
Poland,1998,35198,101160,24122,20795,10980,9587,2844,11392,87415,44685,42940,53324,90,1342,2920,0,20,1,28
Poland,1999,34900,101828,23568,21499,10921,9501,2936,11170,88049,44756,42207,53882,95,1396,3015,0,18,1,26
Poland,2000,32875,97608,21991,20867,10318,8969,2897,10416,83739,43028,39516,51697,92,1349,2898,0,15,1,22
Poland,2001,31964,95770,21133,21004,10024,8690,2803,9974,82061,42347,38158,50661,87,1339,2815,0,14,1,20
Poland,2002,31253,94456,20436,21274,9770,8479,2759,9603,80553,41991,37027,49745,86,1359,2742,0,13,1,19
Poland,2003,30989,94438,20086,21766,9640,8403,2724,9398,79836,42272,36451,49487,87,1388,2695,0,12,1,18
Poland,2004,31079,95269,19956,22914,9633,8423,2719,9295,80219,42897,36331,49850,89,1472,2694,0,11,1,17
Poland,2005,31071,95664,19781,23796,9569,8412,2700,9193,79731,43556,36157,50032,93,1540,2685,0,11,1,16
Poland,2006,31353,96330,19700,24784,9535,8409,2672,9144,79842,44842,36280,50549,96,1605,2673,0,10,1,16
Poland,2007,31852,97331,19687,25726,9506,8395,2679,9132,79985,46951,36579,51218,99,1710,2665,0,10,1,16
Poland,2008,31986,97462,19544,26186,9372,8266,2629,9066,79013,48891,36468,51336,101,1779,2656,0,10,1,16
Poland,2009,32070,97768,19456,26230,9250,8152,2559,9020,77994,50880,36349,51603,103,1789,2629,0,9,1,15
Poland,2010,31227,95297,18912,26047,8925,7849,2458,8758,75842,50912,35266,50685,104,1790,2590,0,8,1,14
Poland,2011,30646,93843,18770,26160,8795,7733,2413,8679,75163,51695,34536,50868,107,1791,2607,0,7,0,12
Poland,2012,30178,93174,19034,26429,8834,7748,2390,8799,75881,53660,33921,52017,113,1807,2672,0,7,0,12
Poland,2013,28883,90273,18902,26206,8692,7616,2335,8737,75231,54561,32394,52175,118,1779,2683,0,7,0,11
Poland,2014,27307,86497,18530,25554,8445,7373,2272,8565,73438,54519,30556,51633,118,1730,2657,0,6,0,11
Poland,2015,27487,87559,19078,26170,8611,7527,2279,8806,75487,56711,30691,53494,125,1792,2727,0,5,0,10
Poland,2016,27240,86659,19000,26113,8506,7442,2212,8747,75199,56877,30269,53724,125,1790,2737,0,5,0,10
Poland,2017,27586,87784,19302,26119,8573,7481,2222,8859,76087,58028,30527,54846,121,1800,2787,0,5,0,9
Poland,2018,28155,89512,19758,26205,8680,7624,2223,9031,76970,60327,31008,56265,121,1815,2859,0,4,0,8
Poland,2019,28426,90656,20129,26320,8726,7774,2214,9126,77669,62956,31119,57514,120,1826,2912,0,4,0,7
Portugal,1990,4009,24019,3900,9288,1732,2256,612,1165,14040,12637,4584,8234,52,452,638,0,4,2,23
Portugal,1991,4035,24067,3940,9383,1685,2286,680,1144,14294,13295,4553,8627,52,497,629,0,3,2,21
Portugal,1992,3957,23508,3882,9260,1601,2260,781,1094,14276,13590,4409,8778,51,550,609,0,3,1,17
Portugal,1993,3991,23532,3925,9218,1564,2293,862,1072,14524,14212,4398,9094,52,591,588,0,2,1,15
Portugal,1994,3806,22575,3788,8817,1473,2219,1023,1000,14141,14182,4169,8995,51,643,555,0,2,1,13
Portugal,1995,3859,22617,3830,8863,1468,2250,1235,978,14397,14715,4207,9238,53,728,552,0,2,1,11
Portugal,1996,3934,22699,3880,8906,1474,2286,1394,958,14719,15248,4269,9458,55,793,549,0,1,1,10
Portugal,1997,3975,22212,3843,8716,1446,2279,1297,914,14596,15505,4278,9490,57,768,537,0,1,1,9
Portugal,1998,4034,22020,3853,8586,1433,2289,1254,884,14646,15956,4307,9611,59,763,535,0,1,1,9
Portugal,1999,4131,21932,3871,8497,1424,2303,1325,860,14705,16428,4375,9752,61,784,541,0,1,1,8
Portugal,2000,4112,21379,3798,8297,1381,2246,1283,824,14424,16488,4332,9714,60,755,539,0,1,1,8
Portugal,2001,4049,21048,3783,8238,1360,2200,1263,810,14236,16839,4253,9779,58,738,565,0,1,0,7
Portugal,2002,4017,20985,3784,8194,1355,2164,1256,799,14114,17338,4199,9884,57,700,600,0,1,1,7
Portugal,2003,3942,20813,3769,8137,1346,2123,1246,785,13972,17728,4100,9938,58,676,619,0,1,0,6
Portugal,2004,3758,19810,3599,7872,1283,2007,1194,742,13448,17287,3883,9620,58,642,598,0,1,0,5
